م إبتدائية 2مارس 34 الدخانية - بوعرقوب الجوفية,001
م إبتدائية ابن بسام - بوعرقوب الجوفية,002
م إبتدائية الجوهرة بني وائل - بوعرقوب القبلية,003
م إبتدائية الخروبة,004
م إبتدائية المشروحة,005
م إبتدائية المقطع - بوعرقوب القبلية,006
م إبتدائية المهاذبة - بلي,007
م إبتدائية برج حفيظ,008
م إبتدائية بو سهم - بوعرقوب القبلية,009
م إبتدائية حي الحرية - بوعرقوب الجوفية,010
م إبتدائية حي حشاد - بوعرقوب القبلية,011
م إبتدائية سيدي الظاهر,012
م إبتدائية قرية بلي,013
م إبتدائية هنشير قرط - بلي,014
م إعدادية بوعرقوب*,091
