م إبتدائية   14 جانفي - سيدي بوزيد الغربية,001
م إبتدائية  2مارس34 الطويلة,002
م إبتدائية أبو القاسم الشابي - سيدي بوزيد الغربية,003
م إبتدائية التوانسية - الفريو,004
م إبتدائية الداغر - الفريو,005
م إبتدائية الرقي - الطويلة,006
م إبتدائية الزعافرية - الطويلة,007
م إبتدائية الصداقية سيدي بوزيد,008
م إبتدائية الصندوق - سيدي سالم,009
م إبتدائية الفتح سيدي بوزيد - الهيشرية,010
م إبتدائية القطائفية - أم العظام (2),011
م إبتدائية أم العظام الأمة - أم العظام (1),012
م إبتدائية أم العظام التعاضدية - النصر,013
م إبتدائية أولاد بوعزيز س.بوزيد الغربية - الهيشرية,014
م إبتدائية أولاد جلال - الهيشرية,015
م إبتدائية بئر الباي - أم العظام (2),016
م إبتدائية بئر الدولة - أم العظام (2),017
م إبتدائية بئر بدرة - الهيشرية,018
م إبتدائية بئر بوزيد - الطويلة,019
م إبتدائية حي الخضراء - النور,020
م إبتدائية حي الزهور - النور,021
م إبتدائية حي المستقبل - بوزيد الجنوبية,022
م إبتدائية حي الهدى - بوزيد الجنوبية,023
م إبتدائية سيدي السايح - الهيشرية,024
م إبتدائية سيدي سالم,025
م إبتدائية شارع الجمهوررية - النور,026
م إبتدائية شارع الطيب المهيري - النور,027
م إبتدائية شارع فرحات حشاد - سيدي بوزيد  الغربية,028
م إبتدائية علي بن الصادق - سيدي بوزيد الغربية,029
م إبتدائية عويثة الغزال - الصداقية,030
م إبتدائية قدورة النصيري - الطويلة,031
م إبتدائية هنشير الصنب - الهيشرية,032
م إعدادية أبوبكر القمودي بسيدي بوزيد*,091
م إعدادية الهيشرية*,092
