م إبتدائية  2مارس 34 بنعون - الرابطة,001
م إبتدائية  الرابطة (العكاشة) - الواعرة,002
م إبتدائية ابن شرف - سيدي علي بن عون,003
م إبتدائية التوفيق - الساهلة,004
م إبتدائية الخليج - سيدي علي بن عون,005
م إبتدائية الدمدوم - الرابطة,006
م إبتدائية الرقبة - المنصورة الشرقية,007
م إبتدائية القراوة بن عون - الرابطة,008
م إبتدائية القوادررية - المنصورة الغربية,009
م إبتدائية الواعرة,010
م إبتدائية الونائسية - سيدي علي بن عون,011
م إبتدائية أولاد ابراهيم,012
م إبتدائية أولاد العش - المنصورة الشرقية,013
م إبتدائية أولاد منصر - المنصورة الغربية,014
م إبتدائية أولاد ناجي - الرابطة,015
م إبتدائية بن عون 2 - سيدي علي بن عون,016
م إبتدائية بنعون - سيدي علي بن عون,017
م إبتدائية بنعون الشمالية - الساهلة,018
م إبتدائية بئر ادريس - الرابطة,019
م إعدادية بنعون*,091
