م إبتدائية العربي زروق - بني خلاد الجوفية,001
م إبتدائية العهد الجديد بئر دراسن,002
م إبتدائية القبة الكبيرة,003
م إبتدائية القبودي - القبة الكبيرة,004
م إبتدائية المزنين - بئر دراسن,005
م إبتدائية المغرة - زاوية الجديدي,006
م إبتدائية باطرو - القبة الكبيرة,007
م إبتدائية بئر دراسن,008
م إبتدائية زاوية الجديدي,009
م إبتدائية ساحة التحرير - بني خلاد الجوفية,010
م إبتدائية سيدي التومي - بني خلاد القبلية,011
م إبتدائية سيدي علية - بني خلاد الشرقية,012
م.إعدادية 23 جانفي 1952 بني خلاد,013
م إعدادية التقنية ببني خلاد*,091
