م إبتدائية بئر العربي - بوحجلة الأحواز,001
م إبتدائية السهايلية - بوحجلة الأحواز,002
م إبتدائية بئر الجديد - الشرايطية الشمالية,003
م إبتدائية  20مارس 56 - الشرايطية الشمالية,004
م إبتدائية الفوز الحدايدية - الشرايطية الشمالية,005
م إبتدائية سيدي احمد - الفتح,006
م إبتدائية الفتح سيدي عمر,007
م إبتدائية فرق الصيودة - الفتح,008
م إبتدائية اللبية - القطيطير,009
م إبتدائية أولاد فرح - المويسات,010
م إبتدائية أولاد مبارك - المويسات,011
م إبتدائية أولاد بوحوش - النصر,012
م إبتدائية القصعات - النصر,013
م إبتدائية أولاد عاشور,014
م إبتدائية الودي - أولاد فرج اللّه الشمالية,015
م إبتدائية الزقب بوحجلة - أولاد فرج اللّه الشمالية,016
م إبتدائية العزادنية - أولاد فرج اللّه الشمالية,017
م إبتدائية العواينية - أولاد فرج اللّه الشمالية,018
م إبتدائية بن ونيس - بئر مسكين,019
م إبتدائية بوحجلة المركز,020
م إبتدائية المعرفة  14 جانفي - بوحجلة المركز,021
م إبتدائية السوالمية - بوحجلة المركز,022
م إبتدائية بئر احمد - بوساري,023
م إبتدائية ذراع بوكف - جهينة الجنوبية,024
م إبتدائية 14 جانفي العواقبية - جهينة الجنوبية,025
م إبتدائية بئر براقة - جهينة الجنوبية,026
م إبتدائية الازدهار - جهينة الشمالية,027
م إبتدائية  14 جانفي المعرفة - جهينة الشمالية,028
م إبتدائية ابن خلدون بوحجلة - بوحجلة المركز,029
م إبتدائية الجهينات - بوحجلة الأحواز,030
م إبتدائية بئر الدولة - جهينة الجنوبية,031
م إبتدائية جهينة - جهينة الشمالية,032
م إبتدائية قصر الدباش - القطيطير,033
م إبتدائية بئر علي بن عمارة - أولاد عاشور,034
م إبتدائية ذراع مريرة - الفتح,035
م إبتدائية الرماضـــنية - أولاد فرج اللّه الشمالية,036
م إبتدائية أولاد نصير - النصر,037
م إبتدائية بئر مسيكين,038
م إبتدائية خلوة المويسات,039
م إبتدائية القطيفة - بوساري,040
م إبتدائية بئر الشرفاء - الشرايطية الشمالية,041
م إبتدائية هنشير طراد - الشوامخ,042
م إعدادية بوحجلة*,091
