م إبتدائية   14 جانفي - وادي الزيتون,001
م إبتدائية  2مارس 34 منزل الحبيب,002
م إبتدائية الحجري - منزل الحبيب,003
م إبتدائية الربائعة الحامة - السقي,004
م إبتدائية السفيــــــة - المهاملة,005
م إبتدائية الطاهر الحداد منزل الحبيب,006
م إبتدائية العهد الجديد والي - ربيعة والي,007
م إبتدائية العوسج - السقي,008
م إبتدائية الفجيج,009
م إبتدائية المهاملة,010
م إبتدائية أولاد السويسي - السقي,011
م إبتدائية أولاد خود منزل الحبيب - ربيعة والي,012
م إبتدائية أولاد ضــــــو - ربيعة والي,013
م إبتدائية باطن الجداري - زقراطة,014
م إبتدائية باطن القزاح - الفجيج,015
م إبتدائية زقراطة,016
م إبتدائية وادي الزيتون,017
م إبتدائية والي - ربيعة والي,018
م إعدادية بمنزل الحبيب*,091
