م إبتدائية  14 جانفي  قرقور,001
م إبتدائية  2مارس 34 عقارب,002
م إبتدائية التراكة - التربة,003
م إبتدائية التراكة 2 - التربة,004
م إبتدائية الجواودة بن سهلون,005
م إبتدائية الجواودة بولذياب,006
م إبتدائية السواعد - التربة,007
م إبتدائية السوالم عقارب,008
م إبتدائية العطاطشة - التربة,009
م إبتدائية العطيات - المحروقة,010
م إبتدائية الفتح - بولذياب,011
م إبتدائية الفلاق - بن سهلون,012
م إبتدائية المحروقة,013
م إبتدائية المراعنية - المحروقة,014
م إبتدائية المصادقة - بولذياب,015
م إبتدائية الوادي الكبير - التربة,016
م إبتدائية أولاد الحاج السعد - بولذياب,017
م إبتدائية أولاد المبروك - بولذياب,018
م إبتدائية حي ابن ابراهيم - عقارب,019
م إبتدائية زلبانة,020
م إبتدائية عقارب,021
م إبتدائية عقارب الشرقية,022
م إبتدائية قرقور,023
م إبتدائية قرقور الشرقية,024
م إبتدائية قرقور الشمالية,025
م إبتدائية قرقور الغربية,026
م إبتدائية مركز الصغار,027
م إعدادية حليمة الشعبوني بعقارب*,091
