م إبتدائية ابن خلدون القلعة الصغرى - القلعة الصغرى حشاد,001
م إبتدائية البشرى القلعة الصغرى - القلعة الصغرى الشرقية,002
م إبتدائية الحبيب القلعة الصغرى - القلعة الصغرى حشاد,003
م إبتدائية النقر القلعة الصغرى,004
م إبتدائية بورقيبة القلعة الصغرى - القلعة الصغرى الشرقية,005
م إبتدائية حي المنازه القلعة الصغرى - القلعة الصغرى الشرقية,006
م إبتدائية حي المنازه2 - القلعة الصغرى الشرقية,007
م إبتدائية غرة جوان القلعة الصغرى - القلعة الصغرى الشرقية,008
م إبتدائية وادي لاية القلعة الصغرى,009
م إعدادية محمد الهادي العامري بالـقـلـعــة الـصـغــرى*,091
