م إبتدائية  2مارس 34 قصر السعيد 2,001
م إبتدائية ابن سينا باردو,002
م إبتدائية السعيدية عن النخيل - خزندار,003
م إبتدائية الصنوبر - الإقامة الطيبة,004
م إبتدائية حي الرياض - باردو,005
م إبتدائية حي ضباط الصف - السعادة,006
م إبتدائية شارع الحبيب بورقيبة باردو,007
م إبتدائية قصر السعيد 1 - قصر السعيد,008
م إبتدائية قصر السعيد 3 باردو -  قصر السعيد الثاني,009
م إبتدائية نهج البرتقال - بوشوشة,010
م إبتدائية نهج الهادي شاكر - باردو الجنوبي,011
م إبتدائية نهج تازركة باردو - بوشوشة,012
م إبتدائية نهج مدنين عدد 21 باردو - خزندار,013
م.إعدادية حي فطومة بورقيبة بـاردو,014
م إعدادية نهج كراتشي باردو*,091
