م إبتدائية ابن رشيق - الشيحية,001
م إبتدائية الاصلاح الشيحية,002
م إبتدائية الإمام سحنون - الشيحية,003
م إبتدائية الأنس - السدرة,004
م إبتدائية البدر الشيحية,005
م إبتدائية البساتين مركز العروي - الشيحية,006
م إبتدائية البشرى - السدرة,007
م إبتدائية الثريا - مركز بوعصيدة,008
م إبتدائية الشيحية الشمالية,009
م إبتدائية العهد الجديد - السدرة,010
م إبتدائية الفوز - ساقية الزيت,011
م إبتدائية المثابرة - السدرة,012
م إبتدائية المنارة - الشيحية,013
م إبتدائية الوادي - السدرة,014
م إبتدائية بئر عباس - تنيور,015
م إبتدائية خالد ابن الوليد - مركز بوعصيدة,016
م إبتدائية سيدي صالح,017
م إبتدائية شارع الحرية - السدرة,018
م إبتدائية شارع الزيادي - ساقية الزيت,019
م إبتدائية شارع الهادي شاكر - السدرة,020
م إبتدائية شارع بورقيبة - ساقية الزيت,021
م إبتدائية مركز السدرة,022
م إبتدائية مركز الشيشمة - مركز بوعصيدة,023
م إعدادية 14 جانفي ساقية الزيت*,091
