م إبتدائية حي والي - 15 أكتوبر,001
م إبتدائية الناظور - 15 أكتوبر,002
م إبتدائية حي الواحة بنزرت  - 15 أكتوبر,003
م إبتدائية بني عوف بنزرت الشمالية - 15 أكتوبر,004
م إبتدائية ظهر الكدية - المؤتمر,005
م إبتدائية الروابي بنزرت الشمالية - المؤتمر,006
م إبتدائية ساحة 13 جانفي بنزرت - المدينة,007
م إبتدائية حي الكرنيش - عين مريم,008
م إبتدائية شارع الهادي شاكر بنزرت - حسن النوري,009
م إبتدائية حي بوقطفة 2 - الحبيب بوقطفة,010
م إبتدائية الكرنيش بنزرت,011
م إبتدائية نهج اليونان بنزرت - المدينة,012
م إبتدائية عين مريم بنزرت الشمالية,013
م إبتدائية نهج اسبانيا بنزرت - الحبيب الحداد,014
م إبتدائية حي الأندلس بنزرت - المؤتمر,015
م إبتدائية حي الهناء بنزرت,016
م إبتدائية   14 جانفي حي النخلة - 15 أكتوبر,017
م إعدادية الحبيب بوقطفة بنزرت*,091
معهد  فرحات حشاد بنزرت*,092
م إعدادية النموذجية  فرحات حشاد بنزرت*,093
