م إبتدائية ابن الجزار الرحبة - الجبلية الشمالية,001
م إبتدائية ابن عرفة - الأغالبة,002
م إبتدائية أبو زمعة البلوي - الجبلية الشمالية,003
م إبتدائية الباطن,004
م إبتدائية التطبيقية الأسوار - حي الجامع الجنوبي,005
م إبتدائية التطبيقية الهدى - القبلية الشمالية,006
م إبتدائية الصحابي 2 - الجبلية الشمالية,007
م إبتدائية الصحابي4 - الجبلية الشمالية,008
م إبتدائية الغابات,009
م إبتدائية القطرانية - الباطن,010
م إبتدائية المتبسطة,011
م إبتدائية المرازيق - الغابات,012
م إبتدائية المنشية 1,013
م إبتدائية المنشية 2,014
م إبتدائية أولاد حمودة - الغابات,015
م إبتدائية أولاد فرحان - حي الجامع الشمالي,016
م إبتدائية حي النور - المنشية,017
م إبتدائية دار الأمان - الجبلية الشمالية,018
م إبتدائية ذراع التمار,019
م إبتدائية رياض سحنون - الجبلية الشمالية,020
م إبتدائية عقبة ابن نافع - الأغالبة,021
م إبتدائية غربي القيروان - الجبلية الشمالية,022
م إبتدائية ماجل السعايدية - ذراع التمار,023
معهد  ابن رشيق بالقيروان*,091
م إعدادية  دار الآمان بالقيروان*,092
معهد  الأغـالـبـة بالـقـيـروان*,093
