م إبتدائية حي القصر - المحمدية المدينة,001
م إبتدائية حي النصر المحمدية,002
م إبتدائية المحمدية 1 - المحمدية المدينة,003
م إبتدائية الهناء2  - المحمدية المدينة,004
م إبتدائية حي المنجي سليم,005
م إبتدائية الطيب المهيري المحمدية - المنجي سليم,006
م إبتدائية حي الهناء1 - المنجي سليم,007
م إبتدائية حي السعادة 3 - السعادة,008
م إبتدائية حي السعادة 2 المحمدية - السعادة,009
م إبتدائية حي العلمي المحمدية - السعادة,010
م إبتدائية حي النسيم 2 - النسيم,011
م إبتدائية المحمدية 2 - المحمدية المدينة,012
م إبتدائية حي حشاد المحمدية - المنجي سليم,013
م إبتدائية حي السعادة1 المحمدية - السعادة,014
م إبتدائية حي النسيم 1 المحمدية - النسيم,015
م إبتدائية سيدي فرج - سيدي فرج,016
م إعدادية مصطفى خريف بالمحمدية*,091
