م إبتدائية الجمهورية سليانة - سليانة المدينة,001
م إبتدائية الزريبة - سيدي مرشد,002
م إبتدائية العذابة - السفينة,003
م إبتدائية العهد الجديد سليانة - سليانة المدينة,004
م إبتدائية الغماليــة - سيدي مرشد,005
م إبتدائية القابل,006
م إبتدائية القنارة - سيدي حمادة,007
م إبتدائية القنطرة - القابل,008
م إبتدائية المرقب - السفينة,009
م إبتدائية النمايرية سليانة - القابل,010
م إبتدائية حانوت مرزوق - مرج مقدم,011
م إبتدائية دشرة عين جوزة - القابل,012
م إبتدائية رأس الماء - سيدي مرشد,013
م إبتدائية سجة,014
م إبتدائية سيدي حماده,015
م إبتدائية سيدي عامر - سيدي مرشد,016
م إبتدائية سيدي منصور,017
م إبتدائية صنوبرين - سيدي منصور,018
م إبتدائية عرقوب الدبغة - السفينة,019
م إبتدائية عين القصبات - السفينة,020
م إبتدائية عين أم الحبال - أولاد زناق,021
م إبتدائية غياضة - سيدي منصور,022
م إبتدائية قبر الغول - أولاد زناق,023
م إبتدائية قصر حديد سليانة - سجة,024
م إبتدائية مرج مقدم,025
م إعدادية بسليانة*,091
