م إبتدائية  14 جانفي الماي,001
م إبتدائية  15أكتوبر ميدون,002
م إبتدائية  2مارس 34 ميدون,003
م إبتدائية آركو,004
م إبتدائية الحدادة ميدون,005
م إبتدائية الحزم - الماي,006
م إبتدائية الشبابية - بني معقل,007
م إبتدائية الماي,008
م إبتدائية المحبوبين,009
م إبتدائية المحراب - المحبوبين,010
م إبتدائية أولاد عمر - ميدون,011
م إبتدائية بني معقل,012
م إبتدائية تازيري - سدويكش,013
م إبتدائية تالبت ميدون - سدويكش,014
م إبتدائية تملال ميدون - اركو,015
م إبتدائية خزرون - ميدون,016
م إبتدائية ربانة,017
م إبتدائية سدويكش,018
م إبتدائية سيدي ياتي - ميدون,019
م إبتدائية وادي أمغار - الماي,020
م إبتدائية ورسيغن - سدويكش,021
م إعدادية بن خلدون الماي جربة*,091
