م إبتدائية  15أكتوبر - قبلي الشمالية,001
م إبتدائية  3سبتمبر 34 - قبلي الشمالية,002
م إبتدائية استفطيمي - ليماقس إستفطيمي,003
م إبتدائية الجديدة المنصورة,004
م إبتدائية الرابطة,005
م إبتدائية القطعاية,006
م إبتدائية أم الفرث - برج سعيدان,007
م إبتدائية برج سعيدان,008
م إبتدائية تلمين,009
م إبتدائية تنبيب,010
م إبتدائية رضوان - برج سعيدان,011
م إبتدائية طريق قابس - قبلي الشرقية,012
م إبتدائية طنبار,013
م إبتدائية فج الريح - الجديدة المنصورة,014
م إبتدائية لــــيماقس - ليماقس إستفطيمي,015
م إبتدائية مزرع ناجي - برج سعيدان,016
م إعدادية التقنية بقبلي*,091
