م إبتدائية آبار تاغوت - البواجر,001
م إبتدائية أفرينة - العيون,002
م إبتدائية الامتياز - البرك,003
م إبتدائية البواجر,004
م إبتدائية التوايتية العيون - القرين,005
م إبتدائية الزوارعية - توشة,006
م إبتدائية الشوابيـة - القرين,007
م إبتدائية الصخيرة البيضاء - توشة,008
م إبتدائية الصويدات - القرين,009
م إبتدائية القرين,010
م إبتدائية المحافظيـة - توشة,011
م إبتدائية النور العيون,012
م إبتدائية جوى بن غذاهم - العيون,013
م إبتدائية دوار الحاج سعد - البرك,014
م إبتدائية طاهر بن زعرة العيون - القرين,015
م إبتدائية عين السلسلة,016
م إبتدائية عين بوعرعـار - توشة,017
م إبتدائية هنشير البقر - القرين,018
م إبتدائية وادي البرك,019
م إعدادية بالعيون*,091
