م إبتدائية النصر دقاش - دقاش الشمالية,001
م إبتدائية الجمهورية دقاش - دقاش الشمالية,002
م إبتدائية الاستقلال دقاش - دقاش الشمالية,003
م إبتدائية أولاد ماجد - سبع أبار,004
م إبتدائية العهد الجديد المحاسن,005
م إبتدائية حامة الجريد - النملات,006
م إبتدائية طريق قبلي سدادة - بوهلال,007
م إبتدائية شاكمو - الحامة,008
م إبتدائية  3أوت دقاش - دقاش الشمالية,009
م إبتدائية زاوية العرب - سبع أبار,010
م إبتدائية المحاسن,011
م إبتدائية التوفيق سدادة - بوهلال,012
م إبتدائية قرية حامة الجريد - الحامة,013
م إبتدائية دغومس,014
م إبتدائية ابراهيم القمودي حامة الجريد - النملات,015
معهد 2 مارس*,091
