م إبتدائية الهداية جمال - جمال الشرقية,001
م إبتدائية القصاص جمال - جمال الشرقية,002
م إبتدائية سيدي مسعود جمال - جمال الغربية,003
م إبتدائية المهيري جمال - جمال الغربية,004
م إبتدائية حي الفتح جمال - جمال الغربية,005
م إبتدائية ب - س - ب جمال - جمال القبلية,006
م إبتدائية زاوية قنطش  14 جانفي جمال,007
م إبتدائية الحي الجديد منزل كامل,008
م إبتدائية الشهداء جمال - جمال القبلية,009
م إبتدائية حي التضامن جمّال - جمال الجوفية,010
م إبتدائية حي المنار جمال - جمال الشرقية,011
م إبتدائية ابن الجزار - جمال الغربية,012
م إبتدائية زاوية قنطش,013
م إبتدائية بئر الطيب,014
م إبتدائية منزل كامل,015
م إبتدائية السعيدة - الهدادرة,016
م إبتدائية الطيايرة,017
م إعدادية بجمّال *,091
