م إبتدائية  2مارس 34 كاف دربي قفصة,001
م إبتدائية الأفران قفصة - العسالة,002
م إبتدائية التضامن كاف دربي قفصة,003
م إبتدائية الجمهورية قفصة - قفصة المدينة,004
م إبتدائية الدوالي نهج سيدي منصور قفصة - العسالة,005
م إبتدائية الطفل قفصة - العقيلة,006
م إبتدائية العقيلة قفصة,007
م إبتدائية العلندة قفصة - الناظور,008
م إبتدائية الهدى قفصة - حي النور,009
م إبتدائية الواحة  14 جانفي قفصة - سيدي أحمد زروق,010
م إبتدائية حي السرور 1 قفصة,011
م إبتدائية حي السرور 2 قفصة,012
م إبتدائية حي الشباب 1 قفصة,013
م إبتدائية حي الشباب 2 قفصة,014
م إبتدائية حي القوافل قفصة - حي الشباب,015
م إبتدائية حي المنزه قفصة - قفصة الشرقية,016
م إبتدائية حي النور قفصة,017
م إبتدائية حي بن يونس قفصة - حي الشباب,018
م إبتدائية حي بورقيبة زروق قفصة - سيدي أحمد زروق,019
م إبتدائية خد رابح قفصة - كاف دربي,020
م إبتدائية سيدي احمد زروق قفصة,021
م إبتدائية شارع بورقيبة قفصة - قفصة المدينة,022
م إبتدائية شارع حسين بوزيان قفصة - قفصة المدينة,023
م إبتدائية شارع عمر بن سليمان 1 - قفصة المدينة,024
م إبتدائية طريق المطار قفصة - قفصة الشرقية,025
م إبتدائية عمر بن سليمان 2 قفصة - قفصة المدينة,026
م إبتدائية مركز كاف دربي قفصة,027
م إبتدائية نهج علي البلهوان قفصة المدينة,028
م إبتدائية نهج ميلود قفصة - قفصة المدينة,029
م إبتدائية واد الأصفر قفصة - كاف دربي,030
م إعدادية بقفصة*,091
م إعدادية أبو القاسم الشابي _ حي الشباب*,092
