م إبتدائية الشراشير سيدي الهاني - كروسية الغربية,001
م إبتدائية العزيب - كروسية المركزية,002
م إبتدائية المويسات سيدي الهاني - سيدي الهاني الغربية,003
م إبتدائية أولاد الحشين - سيدي الهاني الغربية,004
م إبتدائية أولاد الصغير سيدي الهاني - سيدي الهاني الغربية,005
م إبتدائية أولاد بوبكر سيدي الهاني - سيدي الهاني الجنوبية,006
م إبتدائية أولاد علي بلهاني سيدي الهاني,007
م إبتدائية سيدي الهاني - سيدي الهاني المركزية,008
م إبتدائية غبغوب سيدي الهاني - سيدي الهاني الجنوبية,009
م إبتدائية كروسية الشرقية سيدي الهاني - كروسية الغربية,010
م إبتدائية كروسية سيدي الهاني - كروسية المركزية,011
م إعدادية بسيدي الهاني*,091
