م إبتدائية  2مارس 34 كسرى - كسرى المدينة,001
م إبتدائية الحمام,002
م إبتدائية الفضول,003
م إبتدائية القرية الجنوبية,004
م إبتدائية القرية الشمالية,005
م إبتدائية اللوزة الجديدة كسرى,006
م إبتدائية اللوزة القديمة,007
م إبتدائية المنصورة القديمة - المنصورة الشمالية,008
م إبتدائية المنصورة فرحات حشاد - المنصورة الجنوبية,009
م إبتدائية أولاد بوعافية - القرية الجنوبية,010
م إبتدائية بوعبدالله,011
م إبتدائية جنوة كسرى - المنصورة الشمالية,012
م إبتدائية ذواودة كسرى - الفضول,013
م إبتدائية كسرى الجديدة - كسرى المدينة,014
م إعدادية بكسرى*,091
