م إبتدائية الجباس,001
م إبتدائية الزوارع,002
م إبتدائية الطواهرية - الجباس,003
م إبتدائية العيون - المبروكة,004
م إبتدائية الغريس - الغريس الغربية,005
م إبتدائية الكرمة - الغريس الغربية,006
م إبتدائية المش,007
م إبتدائية المش الغربية,008
م إبتدائية المشاشة - مش,009
م إبتدائية النور - الغريس الغربية,010
م إبتدائية حي الطيب المهيري - المكناسي الشمالية,011
م إبتدائية خالد بن الوليد - المكناسي الشمالية,012
م إبتدائية شارع الحبيب بورقيبة - المكناسي الغربية,013
م إبتدائية شارع محمد علي العلوي - المكناسي الشمالية,014
م إبتدائية قرية المبروكة,015
م إبتدائية قرية النصر,016
م إعدادية  14 جانفي 2011 بالمكناسي*,091
