م إبتدائية الاثلاث - بني عياش,001
م إبتدائية الأخلاق - قربة الشرقية,002
م إبتدائية التطبيقية الشابي بقربة - قربة الشرقية,003
م إبتدائية التطبيقية بورقيبة - قربة الشرقية,004
م إبتدائية الحي الصناعي - قربة الغربية,005
م إبتدائية السعادة - قربة الشرقية,006
م إبتدائية القصبات - بني عياش,007
م إبتدائية بلياس قربة - قرعة ساسي,008
م إبتدائية بني عياش,009
م إبتدائية بني عيشون - قربة الغربية,010
م إبتدائية بني مشكال - بوجريدة,011
م إبتدائية بوجريدة,012
م إبتدائية بولزهار - بولدين,013
م إبتدائية بوليدين,014
م إبتدائية تازركة سيدي بلحسن - تازركة,015
م إبتدائية جبل الحداد - بولدين,016
م إبتدائية حي الجربي - قربة الغربية,017
م إبتدائية خراز - بولدين,018
م إبتدائية ديار الحجاج,019
م إبتدائية ساحة السوق - قربة الشرقية,020
م إبتدائية شارع بورقيبة تازركة,021
م إبتدائية قبة لاغا - بوجريدة,022
م إبتدائية قرعة ساسي,023
م إبتدائية قصر سعد - ديار الحجاج,024
م إعدادية 14 جانفي قربة*,091
