م إبتدائية الخيتمين,001
م إبتدائية التلــة - الختمين,002
م إبتدائية وادي الحلة - العالية الجنوبية,003
م إبتدائية العوائشية العالية - العالية الجنوبية,004
م إبتدائية ابن خلدون العالية - العالية الشمالية,005
م إبتدائية الطيب الشريف العالية - العالية الشمالية,006
م إبتدائية سيدي علي الشباب,007
م إبتدائية الشابي العالية - العالية الشمالية,008
م إبتدائية  14 جانفي العالية - العالية الجنوبية,009
م إبتدائية الرحمانية العالية - الختمين,010
م إعدادية ابن سينا بالعالية*,091
م إعدادية ابن سينا بالعالية*,092
م إعدادية ابن سينا بالعالية*,093
م إعدادية ابن سينا بالعالية*,094
