تونس 1,111
تونس 2,112
أريانة,120
بن عروس,130
منوبة,140
نابل 1,151
نابل 2,152
زغوان,160
بنزرت,170
باجة,210
جندوبة,220
الكاف,230
سليانـــة,240
سوسة,310
المنستير,320
المهدية,330
صفاقس 1,341
صفاقس 2,342
القيروان,410
القصرين,420
سيدي بوزيد,430
قابس,510
مدنين,520
تطاوين,530
قفصة,610
توزر,620
قبلي,630
