م إبتدائية  4يسمبر 1952 قفصة - القصر,001
م إبتدائية الإنطلاقة القصر - لالة,002
م إبتدائية البساتين القصر - القصر الشرقية,003
م إبتدائية المروج القصر,004
م إبتدائية أولاد إمحمد القصر - عمرة,005
م إبتدائية أولاد تليجان القصر - عمرة,006
م إبتدائية حي التحرير القصر,007
م إبتدائية حي حشاد لالة القصر - حي حشاد,008
م إبتدائية طريق المحطة القصر,009
م إبتدائية طريق المظيلة لالة القصر,010
م إبتدائية عقيلة القصر,011
م إبتدائية عمرة القصر,012
م إبتدائية لالة القصر قفصة,013
م إعدادية القصـر قفصـة*,091
