م إبتدائية   14 جانفي ابن الجزار 2 - المنصورة الجنوبية,001
م إبتدائية  2مارس 34 القيروان - المنصورة الجنوبية,002
م إبتدائية الإمام سحنون - زرود,003
م إبتدائية التبان 1,004
م إبتدائية التبان 2,005
م إبتدائية التطبيقيــة التربية - المنصورة الجنوبية,006
م إبتدائية التطبيقية الطيب المهيري - القبلية الجنوبية,007
م إبتدائية التطبيقية طارق ابن زياد - القبلية الجنوبية,008
م إبتدائية الحمام,009
م إبتدائية الحنباز - الخزازية,010
م إبتدائية الخضراء,011
م إبتدائية الشرقية - زرود,012
م إبتدائية القواسم - النبش,013
م إبتدائية المخصومة,014
م إبتدائية المنصورة - المنصورة الشمالية,015
م إبتدائية النبش,016
م إبتدائية أولاد نهار,017
م إبتدائية بريكات العرقوب,018
م إبتدائية حي السلام - المنصورة الشمالية,019
م إبتدائية حي النصر - المنصورة الشمالية,020
م إبتدائية رقادة,021
م إبتدائية زعفرانة,022
م إبتدائية سيدي عمر الكناني - زعفرانة,023
م إبتدائية صبرة - المنصورة الجنوبية,024
م إبتدائية عين الخزازية,025
م إبتدائية مرق الليل,026
م إبتدائية هنشير بيشي - الحمام,027
م إعدادية أسد بن الفرات القيروان*,091
