م إبتدائية نهج بنزرت بن عروس - بن عروس الشرقية,001
م إبتدائية بئر القصعة حشاد - حي الاسكان,002
م إبتدائية نهج التآلف بن عروس - سيدي بن عروس,003
م إبتدائية نهج خير الدين بن عروس - سيدي بن عروس,004
م إبتدائية نهج القيروان بن عروس - بن عروس الشرقية,005
م إبتدائية حي الملعب بن عروس - الطيب المهيري,006
م إبتدائية نهج غرة ماي بن عروس - بن عروس الغربية,007
م إبتدائية نهج شارل نيكول بن عروس - سيدي بن عروس,008
م إبتدائية معهد النور بئر القصعة - حي الاسكان,009
م إعدادية أبو القاسم الشابي ببن عروس*,091
معهد بن عروس*,092
م إعدادية.ببن عروس*,093
