م إبتدائية 14 جانفي مدنين - 2 ماي,001
م إبتدائية ابن خلدون مدنين الشمالي,002
م إبتدائية الامل مدنين - مدنين الشمالية,003
م إبتدائية التفوق - مدنين الشمالية,004
م إبتدائية الرويس - أم التمر الشرقية,005
م إبتدائية الصايخة - أم التمر الغربية,006
م إبتدائية النجاح - مدنين الشمالية,007
م إبتدائية الوديات - أم التمر الشرقية,008
م إبتدائية ام التمر - أم التمر الغربية,009
م إبتدائية بني غزيل,010
م إبتدائية بورملي 2 - كوتين,011
م إبتدائية بئر البصير - كوتين,012
م إبتدائية حي الجندلي - مدنين الشمالية,013
م إبتدائية حي النور - مدنين الشمالية,014
م إبتدائية راس بورملي - كوتين,015
م إبتدائية سند الطوال - كوتين,016
م إبتدائية طريق بني خداش - مدنين الغربية,017
م إبتدائية طريق قابس - مدنين الشمالية,018
م إبتدائية علاّمات المشلوش - أم التمر الغربية,019
م إبتدائية مصباح الجربوع - مدنين الشمالية,020
م إبتدائية نهج الشابي مدنين - مدنين الشمالية,021
المعهد الثانوي طريق قابس *,091
معهد  ابن سينا طريق تطاوين مدنين*,092
