م إبتدائية البشير صفر المهدية,001
م إبتدائية شارع علي البلهوان - المهدية,002
م إبتدائية برج عريف - المهدية,003
م إبتدائية سيدي القديدي - المهدية,004
م إبتدائية الدخيلة - المهدية,005
م إبتدائية رجيش حشاد,006
م إبتدائية أولاد بلعيد - السعد,007
م إبتدائية الجواودة -المنصوريّة,008
م إبتدائية  2مارس الزقانة - الزهراء,009
م إبتدائية السلام بالزهراء,010
م إبتدائية سيدي مسعود - هيبون,011
م إبتدائية هيبون الفتح,012
م إبتدائية الروضة - هيبون,013
م إبتدائية الحكايمية - الحكايمة الشرقية,014
م إبتدائية أولاد الذوادي الحكايمة - الحكايمة الشرقية,015
م إبتدائية الزواوين الحكايمة - الحكايمة الغربية,016
م إبتدائية ابن رشد - المهدية,017
م إبتدائية رجيش شارع بورقيبة,018
م إبتدائية شيبة,019
م إبتدائية السعد,020
م إبتدائية الجواودة,021
م إبتدائية الأكواش - الزهراء,022
م إبتدائية هيبون بورقيبة,023
معهد  ابن سينا بالمهدية*,091
مدرسة اعدادية بالزهراء بالمهدية*,092
