م إبتدائية  14 جانفي القفصية - بئر الزيت,001
م إبتدائية البريج - تاكلسة الجوفية,002
م إبتدائية البكاكشة - تاكلسة الوسطى,003
م إبتدائية الدوالة - تاكلسة الوسطى,004
م إبتدائية الرتيبة - تاكلسة الوسطى,005
م إبتدائية النجاح - العريمة,006
م إبتدائية الوفاء الجبوزة - تاكلسة الوسطى,007
م إبتدائية بدار - تاكلسة الجوفية,008
م إبتدائية بئر مروة - تاكلسة الجوفية,009
م إبتدائية دار نادر - بئر الزيت,010
م إبتدائية سيدي عيسى - تاكلسة الجوفية,011
م إبتدائية هنشير الشاذلي - تاكلسة الوسطى,012
م إبتدائية وادي العبيد - تاكلسة الوسطى,013
م إعدادية تاكلسة*,091
