م إبتدائية المغيرة المركز,001
م إبتدائية فوشانة 3 - حي المستقبل,002
م إبتدائية حي المستقبل,003
م إبتدائية المعري فوشانة 2 - حي الهضاب,004
م إبتدائية حي الهضاب فوشانة,005
م إبتدائية حي الأمل2 - حي الهضاب,006
م إبتدائية حي الجبالي شبدة 2 - شبدّة,007
م إبتدائية حي بريم فوشانة 4 - فوشانة المدينة,008
م إبتدائية نعسان 2 - نعسان,009
م إبتدائية فوشانة 1 - فوشانة المدينة,010
م إبتدائية حي الزيتون فوشانة - حي المستقبل,011
م إبتدائية حي الأمل1 - حي الهضاب,012
م إبتدائية حي المسك - المغيرة,013
م إبتدائية نعسان 1 - نعسان,014
م إبتدائية شبدة1 - شبدّة,015
م إبتدائية دوار الحوش فوشانة,016
م إعدادية بفوشانة*,091
