م إبتدائية  2مارس برقو,001
م إبتدائية البياض - البحيرين,002
م إبتدائية الدريجة,003
م إبتدائية الكنازيز - الدريجة,004
م إبتدائية أولاد بن عمر - الدريجة,005
م إبتدائية حي الزهور برقو,006
م إبتدائية حي السعادة برقو,007
م إبتدائية دمان الخرّوب - عين بوسعدية,008
م إبتدائية سيدي زيد - سيدي سعيد,009
م إبتدائية سيدي سعيد,010
م إبتدائية سيدي عمارة - أحواز برقو,011
م إبتدائية صدقة - البحيرين,012
م إبتدائية عين بوسعدية,013
م إبتدائية عين زكار - أولاد فرج,014
م إبتدائية عين فرنة,015
م إبتدائية مرج عوام - أحواز برقو,016
م إعدادية برقو (المنطقة البلدية)*,091
