م إبتدائية الريادة - المنطقة الثانية,001
م إبتدائية الفوز نهج البشير الجزيري - المنطقة الأولى,002
م إبتدائية القناينة - شط سيدي عبد السلام,003
م إبتدائية الهداية نهج بنزرت - المنطقة الثالثة,004
م إبتدائية حي محمد علي - المنطقة الثانية,005
م إبتدائية شارع بورقيبة - المنطقة الأولى,006
م إبتدائية شط السلام - شط سيدي عبد السلام,007
م إبتدائية علي الجمل قابس - المنطقة الأولى,008
م إبتدائية نهج الهادي شاكر - المنطقة الرابعة,009
م إبتدائية نهج الواحة - المنطقة الثالثة,010
م إعدادية  شارع الحبيب بورقيبة قابس*,091
م إعدادية حي محمد علي قابس*,092
