م إبتدائية 2مارس 34 - المباركية,001
م إبتدائية ابن سينا - الذويبات الجنوبية,002
م إبتدائية الأمل  - أولاد حفوز,003
م إبتدائية الحاج مسعود - الذويبات الشمالية,004
م إبتدائية الحنية كم 102 - سيدي اللافي,005
م إبتدائية الخبينة - سيدي خليف,006
م إبتدائية الخروع - المباركية,007
م إبتدائية الذويبات - الذويبات الجنوبية,008
م إبتدائية الرنزز - الذويبات الجنوبية,009
م إبتدائية الشواشنية,010
م إبتدائية العبدات - الذويبات الشمالية,011
م إبتدائية العراوة - كسودة,012
م إبتدائية الفوز - أولاد حفوز,013
م إبتدائية القبة - سيدي خليف,014
م إبتدائية القوائبية - سيدي خليف,015
م إبتدائية المباركية,016
م إبتدائية النجاح - كسودة,017
م إبتدائية بني هراب - كسودة,018
م إبتدائية بئر محمد بن ذويب - الذويبات الشمالية,019
م إبتدائية حانوت عيسى - كسودة,020
م إبتدائية حي علي بن حمد - أولاد حفوز,021
م إبتدائية دربي - الحنية,022
م إبتدائية سيدي خليف,023
م إبتدائية مركز أولاد حفوز,024
م إبتدائية مركز حربيط - سيدي اللافي,025
م إعدادية ابن شـرف بأولاد حـفـوز*,091
