م إبتدائية  14 جانفي الحمر بئر علي - وادي الشيخ,001
م إبتدائية  2مارس 34  بئر علي بن خليفة,002
م إبتدائية الحجاج أولاد عمر - وادي الشيخ,003
م إبتدائية الحواشين - سيدي ظاهر,004
م إبتدائية الخروع - الأبراج,005
م إبتدائية الخمايسة - الناظور,006
م إبتدائية الربائعة - سيدي ظاهر,007
م إبتدائية الربائعة2 - سيدي ظاهر,008
م إبتدائية الرواشد - ودران الشمالي,009
م إبتدائية الزماملة - السديرات الشمالية,010
م إبتدائية السودان سيدي الظاهر,011
م إبتدائية السوينية - السديرات الجنوبية,012
م إبتدائية الشرايط - ودران الشمالي,013
م إبتدائية الطرفاوي - الأبراج,014
م إبتدائية الطلاب - السديرات الجنوبية,015
م إبتدائية الطويلة - ودران الجنوبية,016
م إبتدائية العروق - ودران الشمالي,017
م إبتدائية العوايد - السديرات الشمالية,018
م إبتدائية القندول,019
م إبتدائية اللطائفة - سيدي علي بالعابد,020
م إبتدائية المرازيق - ودران الجنوبية,021
م إبتدائية المناصرية - القندول,022
م إبتدائية المندرة - الأبراج,023
م إبتدائية النصر أولاد ميارة - ودران الجنوبية,024
م إبتدائية اليزيدي - القندول,025
م إبتدائية أم الشوشة - السديرات الشمالية,026
م إبتدائية أم الشوشة الشمالية - السديرات الشمالية,027
م إبتدائية اولاد محمود الشمالية - الناظور,028
م إبتدائية بوسليم,029
م إبتدائية بئر الشوكات - القندول,030
م إبتدائية بئر الغرائبـــة - ودران الشمالي,031
م إبتدائية بئر الكرائمة - وادي الشيخ,032
م إبتدائية بئر أولاد محمود - الناظور,033
م إبتدائية بئر شوية - السديرات الشمالية,034
م إبتدائية حي المستقبل - بئر علي بن خليفة,035
م إبتدائية حي الناظور,036
م إبتدائية ذراع العرس - ودران الجنوبية,037
م إبتدائية رأس السواني - السديرات الشمالية,038
م إبتدائية رأس فرطوط - سيدي علي بالعابد,039
م إبتدائية سيدي الظاهر 1 - سيدي ظاهر,040
م إبتدائية سيدي الظاهر 2,041
م إبتدائية سيدي علي بلعابد,042
م إبتدائية سيدي منصور السويسي - الأبراج,043
م إبتدائية عرفات - بئر علي بن خليفة,044
م إبتدائية عقلة المثنان - الناظور,045
م إبتدائية ماجل الزيتونة - الناظور,046
م إبتدائية هنشير الزبدة - ودران الجنوبية,047
م إبتدائية وادي الرخام - الناظور,048
م إبتدائية وادي الرخام الشمالية - الناظور,049
م إبتدائية وادي غويلية - وادي الشيخ,050
م إبتدائية ودران - ودران الشمالي,051
المعهد الثانوي 14 جانفي ببئر علي بن خليفة*,091
