م إبتدائية عوانة - الذواودة,001
م إبتدائية وادي الزيتون - الذواودة,002
م إبتدائية الذواودة,003
م إبتدائية الطارف - العرب,004
م إبتدائية العويلية - بوجرير,005
م إبتدائية برج العدواني - حشاد,006
م إبتدائية جفنة - غزالة,007
م إبتدائية بني ابراهيم - غزالة,008
م إبتدائية هنشير غزالة,009
م إبتدائية منجم جالطة - غزالة,010
م إبتدائية العتيبة - العرب,011
م إبتدائية الفردوين - الذواودة,012
م إبتدائية  غزالة 2 - حشاد,013
م إبتدائية أولاد الماي,014
م إبتدائية قصر بودرهم - سيدي عيسى,015
م إبتدائية الركب,016
م إبتدائية بوجرير,017
م إبتدائية سيدي منصور,018
م إعدادية بغزالة*,091
