م إبتدائية  2مارس 34 الناظور,001
م إبتدائية الحناينية الناظور - عين البطوم,002
م إبتدائية الرقبة - صوغاس,003
م إبتدائية الزبيدين - صوار,004
م إبتدائية الشباعنة - بئر الشاوش,005
م إبتدائية الشعاليل - الناظور,006
م إبتدائية الضربانية - بئر الشاوش,007
م إبتدائية القايب العالي - عين البطوم,008
م إبتدائية المعيذر - بئر الشاوش,009
م إبتدائية الهنشير الجديد - الناظور,010
م إبتدائية بوعرارة الناظور - عين البطوم,011
م إبتدائية بئر الشاوش,012
م إبتدائية حي الجديد الناظور,013
م إبتدائية زواغة - الناظور,014
م إبتدائية سيدي بنور - صوار,015
م إبتدائية سيدي ناجي - بئر الشاوش,016
م إبتدائية صوار,017
م إبتدائية صوغاس الجنوبية,018
م إبتدائية صوغاس الشمالية,019
م إبتدائية عين البطوم,020
م إبتدائية عين جرس - صوغاس,021
م إعدادية ابن رشد بالناظور*,091
