م إبتدائية  حي المنجي سليم المغيرة إنزال,001
م إبتدائية  عمر المختار - 25جويلية,002
م إبتدائية الجيارة 1,003
م إبتدائية الجيارة 2,004
م إبتدائية السيجومي - 20مارس,005
م إبتدائية الشابي حي مراد - الجيارة,006
م إبتدائية العطار,007
م إبتدائية برج شاكير,008
م إبتدائية بيرين,009
م إبتدائية حي 20 مارس السيجومي,010
م إبتدائية حي الفتح سيدي حسين - العطار,011
م إبتدائية حي بوقطفة - الجيارة,012
م إبتدائية سيدي حسين 1,013
م إبتدائية سيدي حسين 2,014
م إبتدائية سيدي حسين 3,015
م إبتدائية سيدي حسين 4 - مغيره انزال,016
م إبتدائية سيدي عبد الله المعيو - مغيره انزال,017
م إبتدائية مغيره انزال,018
المعهد الثانوي سيدي حسين*,091
