م إبتدائية  2مارس 34 الحرايرية 4 - الحرائرية,001
م إبتدائية 18جانفي الحرايرية - الزهروني,002
م إبتدائية الحرايرية 3 - الحرائرية,003
م إبتدائية الزهروني,004
م إبتدائية المشتل 1 - العقبة,005
م إبتدائية المشتل 2 - العقبة,006
م إبتدائية حي الزهور 1/5 - الزهور الخامس,007
م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,008
م إبتدائية حي الزهور 5 / 2 - الزهور الخامس,009
م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,010
م إبتدائية حي الزهور 5 الممتدّ 2 - الزهور الخامس,011
م إبتدائية حي السلامة - الزهروني,012
م إبتدائية حي الصحة الحرايرية - العقبة العليا,013
م إبتدائية حي العنتيت,014
م إبتدائية حي الفلة,015
م إبتدائية حي بوزيان الزهور - طارق بن زياد,016
م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,017
م إبتدائية عقبة ابن نافع 2 الزهور - الزهور الخامس,018
م إبتدائية غدير القلة,019
معهد الحرايرية*,091
م إعدادية بالعقبة*,092
