م إبتدائية الجمال - وادي الرمل,001
م إبتدائية الحنايا زغوان - زغوان الجنوبية,002
م إبتدائية الروايقية زغوان - مقرن,003
م إبتدائية العقايلية - جيملة,004
م إبتدائية المقرن,005
م إبتدائية بوسليم - وادي الرمل,006
م إبتدائية بئر حليمة,007
م إبتدائية حميان - جيملة,008
م إبتدائية حي العرائس زغوان - زغوان الشمالية,009
م إبتدائية حي النزهة زغوان - زغوان الجنوبية,010
م إبتدائية زغوان ابن خلدون - زغوان الشمالية,011
م إبتدائية سيدي مريح زغوان - العيثة,012
م إبتدائية شهدة - جيملة,013
م إبتدائية طريق السواني زغوان - زغوان الجنوبية,014
م إبتدائية عين الصابون زغوان - وادي الزيت,015
م إبتدائية مركز علي الصغير - وادي الرمل,016
م إبتدائية نهج الشواشية زغوان - زغوان الجنوبية,017
م إبتدائية واد الغيران - بئر حليمة,018
م إبتدائية وادي الربح - العيثة,019
م إبتدائية وادي الزيت,020
م إبتدائية وادي الصبايحية - جيملة,021
م إعدادية الحنايا بزغوان*,091
