م إبتدائية جدليان الغربية - جدليان,001
م إبتدائية الروايسية - جدليان,002
م إبتدائية البلد جدليان - عين أم الجدور,003
م إبتدائية هنشير الحمام - عين أم الجدور,004
م إبتدائية البياض بوعرعار - عين أم الجدور,005
م إبتدائية سيدي علي بهلول 14 جانفي - فج تربح,006
م إبتدائية بئر سفيان - فج تربح,007
م إبتدائية الزلافنة الحوالة - محرزة,008
م إبتدائية  2مارس 34 - جدليان,009
م إبتدائية عين الخريبة - فج تربح,010
م إبتدائية عين الحمادنة,011
م إبتدائية عين الجديدة - محرزة,012
م إبتدائية عين أم جدور,013
م إعدادية بــجــدليـان*,091
