م إبتدائية أولاد الحناشي - شربان,001
م إبتدائية هنشير بوعزيز - شربان,002
م إبتدائية المزاهدة - شربان,003
م إبتدائية العبابدة - شربان,004
م إبتدائية حي الرياض القواسم - القواسم الغربية,005
م إبتدائية أولاد شريفة - القواسم الشرقية,006
م إبتدائية البصرة شربان - القواسم الشرقية,007
م إبتدائية الشواشين - القرادحة الشرقية,008
م إبتدائية 2مارس شربان,009
م إبتدائية الشرف شربان - المعاطي,010
م إبتدائية غرة جوان الشحدة - الشحدة القبلية,011
م إبتدائية القواسم - القواسم الغربية,012
م إبتدائية أولاد احمد - القواسم الشرقية,013
م إبتدائية خير الدين - الشرف,014
م إبتدائية الشوايقية - القرادحة الغربية,015
م إبتدائية القرادحة - القرادحة الشرقية,016
م إبتدائية أولاد التومي - أولاد الحناشي,017
معهد شربان*,091
